Flight_Name,Arrival_Location,Destination_Location,No of Stops,Price_final,Arrival_time_hour,Arrival_time_min,Destination_time_hour,Destination_time_min,Durations,Day,Flight_Date,Month
Vistara,DEL,BLR,1 Stop,15544.0,17,45,10,45,1020, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,15544.0,16,55,10,45,1070, Sun,24,Jul
Air India,DEL,BLR,1 Stop,15300.0,10,0,18,20,500, Sun,24,Jul
Air India,DEL,BLR,1 Stop,15300.0,21,15,7,50,635, Sun,24,Jul
Air India,DEL,BLR,1 Stop,15300.0,20,0,7,50,710, Sun,24,Jul
Air India,DEL,BLR,1 Stop,15300.0,19,0,7,50,770, Sun,24,Jul
Air India,DEL,BLR,1 Stop,15300.0,21,15,11,10,835, Sun,24,Jul
Air India,DEL,BLR,1 Stop,15300.0,20,0,11,10,910, Sun,24,Jul
Air India,DEL,BLR,1 Stop,15300.0,19,0,11,10,970, Sun,24,Jul
Air India,DEL,BLR,1 Stop,15300.0,14,0,7,50,1070, Sun,24,Jul
Air India,DEL,BLR,1 Stop,15300.0,21,15,18,20,1265, Sun,24,Jul
Air India,DEL,BLR,1 Stop,15300.0,14,0,11,10,1270, Sun,24,Jul
Air India,DEL,BLR,1 Stop,15300.0,20,0,18,20,1340, Sun,24,Jul
Air India,DEL,BLR,1 Stop,15300.0,19,0,18,20,1400, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,17186.0,11,45,9,30,1305, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,15607.0,17,10,7,50,880, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,15607.0,17,10,8,50,940, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,15607.0,13,40,7,50,1090, Sun,24,Jul
Indigo Air,DEL,BLR,1 Stop,14901.0,12,45,17,55,310, Sun,24,Jul
Go Air,DEL,BLR,1 Stop,16580.0,6,20,15,0,520, Sun,24,Jul
Indigo Air,DEL,BLR,Non Stop,14932.0,13,0,15,35,155, Sun,24,Jul
Indigo Air,DEL,BLR,Non Stop,14932.0,15,20,18,15,175, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,16348.0,14,20,19,15,295, Sun,24,Jul
Vistara,DEL,BLR,Non Stop,16035.0,14,15,17,5,170, Sun,24,Jul
Indigo Air,DEL,BLR,1 Stop,15444.0,13,25,17,55,270, Sun,24,Jul
Indigo Air,DEL,BLR,1 Stop,15444.0,7,20,14,25,425, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,16216.0,14,10,8,30,1100, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,16873.0,14,10,20,30,380, Sun,24,Jul
Indigo Air,DEL,BLR,1 Stop,15988.0,8,30,14,25,355, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,16875.0,20,40,10,45,845, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,16875.0,19,45,10,45,900, Sun,24,Jul
Go Air,DEL,BLR,1 Stop,17817.0,11,15,17,15,360, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,16875.0,14,20,20,55,395, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,16875.0,14,20,23,10,530, Sun,24,Jul
Air India,DEL,BLR,Non Stop,16455.0,13,30,16,15,165, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,16951.0,17,45,8,30,885, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,16951.0,17,45,20,30,165, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,17608.0,7,20,19,30,730, Sun,24,Jul
Air India,DEL,BLR,2 Stop,17647.0,10,15,18,20,485, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,17759.0,13,40,19,15,335, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,17759.0,17,10,23,10,360, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,17759.0,13,40,20,55,435, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,17759.0,13,40,23,10,570, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,17840.0,18,10,17,45,1415, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,17840.0,18,10,19,15,65, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,17840.0,6,30,7,50,80, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,17840.0,6,30,8,50,140, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,18135.0,14,45,19,30,285, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,18877.0,17,30,8,50,920, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,18877.0,15,55,8,50,1015, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,18877.0,17,30,17,45,15, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,18877.0,7,30,8,50,80, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,18877.0,6,15,7,50,95, Sun,24,Jul
Air Asia,DEL,BLR,2 Stop,19237.0,12,50,21,40,530, Sun,24,Jul
Air Asia,DEL,BLR,2 Stop,19237.0,10,40,21,40,660, Sun,24,Jul
Air Asia,DEL,BLR,2 Stop,19237.0,5,10,21,40,990, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,18877.0,17,30,18,15,45, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,18877.0,20,30,17,45,1275, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,18877.0,20,30,18,15,1305, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,18877.0,20,30,19,15,1365, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,18877.0,20,30,20,55,25, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,18877.0,7,30,7,50,20, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,18877.0,15,55,7,50,955, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,18877.0,17,30,7,50,860, Sun,24,Jul
Indigo Air,DEL,BLR,Non Stop,18659.0,17,15,19,55,160, Sun,24,Jul
Spice Jet,DEL,BLR,1 Stop,19085.0,15,10,23,25,495, Sun,24,Jul
Spice Jet,DEL,BLR,1 Stop,19085.0,12,5,23,25,680, Sun,24,Jul
Air Asia,DEL,BLR,1 Stop,19237.0,12,50,21,40,530, Sun,24,Jul
Air Asia,DEL,BLR,1 Stop,19237.0,10,40,21,40,660, Sun,24,Jul
Air Asia,DEL,BLR,1 Stop,19237.0,5,10,21,40,990, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,20212.0,20,35,17,45,1270, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,20212.0,20,35,19,15,1360, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,20212.0,17,35,17,45,10, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,20716.0,13,20,20,55,455, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,20716.0,13,20,23,10,590, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,20716.0,13,20,7,50,1110, Sun,24,Jul
Vistara,DEL,BLR,2 Stop,20716.0,13,20,8,50,1170, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,21128.0,10,25,19,30,545, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,22755.0,15,20,16,20,60, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,24225.0,9,50,16,20,390, Sun,24,Jul
Air Asia,DEL,BLR,1 Stop,24146.0,7,10,15,25,495, Sun,24,Jul
Air Asia,DEL,BLR,1 Stop,24146.0,5,45,15,25,580, Sun,24,Jul
Air India,DEL,BLR,2 Stop,28688.0,16,50,7,50,900, Sun,24,Jul
Air India,DEL,BLR,2 Stop,28688.0,16,50,11,10,1100, Sun,24,Jul
Go Air,DEL,BLR,Non Stop,31112.0,10,50,15,5,255, Sun,24,Jul
Go Air,DEL,BLR,1 Stop,30957.0,10,50,15,5,255, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,32884.0,7,10,15,55,525, Sun,24,Jul
Vistara,DEL,BLR,1 Stop,33773.0,11,10,15,55,285, Sun,24,Jul
Go Air,DEL,BLR,Non Stop,9419.0,5,50,8,35,165, Mon,25,Jul
Go Air,DEL,BLR,Non Stop,9419.0,20,30,23,25,175, Mon,25,Jul
Spice Jet,DEL,BLR,Non Stop,11309.0,20,0,22,30,150, Mon,25,Jul
Air Asia,DEL,BLR,Non Stop,9419.0,8,10,10,40,150, Mon,25,Jul
Spice Jet,DEL,BLR,Non Stop,9419.0,6,5,8,55,170, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,18,25,0,20,355, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,14,55,21,15,380, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,14,55,0,20,565, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,9,25,21,15,710, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,9,25,0,20,895, Mon,25,Jul
Air Asia,DEL,BLR,Non Stop,9419.0,21,40,0,30,170, Mon,25,Jul
Air Asia,DEL,BLR,Non Stop,9419.0,18,45,21,40,175, Mon,25,Jul
Indigo Air,DEL,BLR,Non Stop,9419.0,21,30,0,15,165, Mon,25,Jul
Indigo Air,DEL,BLR,Non Stop,9419.0,22,55,1,45,170, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,10,55,17,40,405, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,14,30,22,20,470, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,22,45,8,20,575, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,8,0,17,40,580, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,10,55,22,20,685, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,20,50,8,20,690, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,19,45,8,20,755, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,18,20,8,20,840, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,8,0,22,20,860, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9926.0,18,55,9,40,885, Mon,25,Jul
Air India,DEL,BLR,Non Stop,9420.0,6,10,8,55,165, Mon,25,Jul
Air India,DEL,BLR,Non Stop,9420.0,9,45,12,30,165, Mon,25,Jul
Air India,DEL,BLR,Non Stop,9420.0,13,30,16,15,165, Mon,25,Jul
Air India,DEL,BLR,Non Stop,9420.0,21,15,0,5,170, Mon,25,Jul
Air India,DEL,BLR,Non Stop,9420.0,16,45,20,15,210, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,17,5,0,15,430, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,9419.0,6,20,15,0,520, Mon,25,Jul
Indigo Air,DEL,BLR,Non Stop,9419.0,6,0,8,35,155, Mon,25,Jul
Indigo Air,DEL,BLR,Non Stop,9419.0,13,0,15,35,155, Mon,25,Jul
Indigo Air,DEL,BLR,Non Stop,9419.0,8,20,11,0,160, Mon,25,Jul
Indigo Air,DEL,BLR,Non Stop,9419.0,9,15,11,55,160, Mon,25,Jul
Indigo Air,DEL,BLR,Non Stop,9419.0,17,15,19,55,160, Mon,25,Jul
Indigo Air,DEL,BLR,Non Stop,9419.0,11,30,14,15,165, Mon,25,Jul
Indigo Air,DEL,BLR,Non Stop,9419.0,18,30,21,15,165, Mon,25,Jul
Indigo Air,DEL,BLR,Non Stop,9419.0,2,25,5,15,170, Mon,25,Jul
Indigo Air,DEL,BLR,Non Stop,9419.0,20,10,23,0,170, Mon,25,Jul
Indigo Air,DEL,BLR,Non Stop,9419.0,6,55,9,50,175, Mon,25,Jul
Indigo Air,DEL,BLR,Non Stop,9419.0,15,20,18,15,175, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9466.0,13,25,17,55,270, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,13,25,18,0,275, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,5,15,10,15,300, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9466.0,12,45,17,55,310, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,6,50,12,5,315, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9466.0,7,55,13,10,315, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9466.0,11,15,16,30,315, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,15,15,20,30,315, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,18,0,23,40,340, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,8,30,14,25,355, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9466.0,8,30,14,25,355, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,17,55,23,55,360, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9466.0,1,50,8,15,385, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,5,45,12,10,385, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,6,40,13,10,390, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,15,0,21,35,395, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,7,20,14,25,425, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9466.0,13,35,20,40,425, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,10,10,17,20,430, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,21,5,2,35,330, Mon,25,Jul
Spice Jet,DEL,BLR,1 Stop,9419.0,13,5,12,55,1430, Mon,25,Jul
Spice Jet,DEL,BLR,1 Stop,9419.0,14,50,14,35,1425, Mon,25,Jul
Spice Jet,DEL,BLR,1 Stop,9419.0,14,0,12,10,1330, Mon,25,Jul
Spice Jet,DEL,BLR,1 Stop,9419.0,20,25,16,50,1225, Mon,25,Jul
Air Asia,DEL,BLR,1 Stop,9419.0,15,30,20,45,315, Mon,25,Jul
Air Asia,DEL,BLR,1 Stop,9419.0,10,40,16,25,345, Mon,25,Jul
Spice Jet,DEL,BLR,1 Stop,9419.0,6,30,12,55,385, Mon,25,Jul
Spice Jet,DEL,BLR,1 Stop,9419.0,9,20,16,50,450, Mon,25,Jul
Air Asia,DEL,BLR,1 Stop,9419.0,7,10,15,25,495, Mon,25,Jul
Spice Jet,DEL,BLR,1 Stop,9419.0,15,10,23,25,495, Mon,25,Jul
Air Asia,DEL,BLR,1 Stop,9419.0,5,45,15,25,580, Mon,25,Jul
Spice Jet,DEL,BLR,1 Stop,9419.0,9,35,19,30,595, Mon,25,Jul
Spice Jet,DEL,BLR,1 Stop,9419.0,19,30,8,25,775, Mon,25,Jul
Air Asia,DEL,BLR,1 Stop,9419.0,5,10,16,25,675, Mon,25,Jul
Spice Jet,DEL,BLR,1 Stop,9419.0,12,5,23,25,680, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,2,0,9,20,440, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9466.0,1,50,9,30,460, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,13,0,21,5,485, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,13,25,21,35,490, Mon,25,Jul
Vistara,DEL,BLR,Non Stop,9945.0,20,40,23,20,160, Mon,25,Jul
Vistara,DEL,BLR,Non Stop,9945.0,17,35,20,25,170, Mon,25,Jul
Vistara,DEL,BLR,Non Stop,9945.0,19,50,22,40,170, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,9,35,18,0,505, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,13,25,21,45,500, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,11,55,20,30,515, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,15,0,23,40,520, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,9419.0,17,55,2,35,520, Mon,25,Jul
Air Asia,DEL,BLR,2 Stop,9736.0,10,40,21,40,660, Mon,25,Jul
Air Asia,DEL,BLR,2 Stop,9736.0,5,10,21,40,990, Mon,25,Jul
Air Asia,DEL,BLR,1 Stop,9736.0,10,40,21,40,660, Mon,25,Jul
Air Asia,DEL,BLR,1 Stop,9736.0,5,10,21,40,990, Mon,25,Jul
Indigo Air,DEL,BLR,1 Stop,10010.0,9,55,17,55,480, Mon,25,Jul
Vistara,DEL,BLR,Non Stop,10575.0,6,15,9,0,165, Mon,25,Jul
Vistara,DEL,BLR,Non Stop,10575.0,16,5,18,50,165, Mon,25,Jul
Air Asia,DEL,BLR,1 Stop,10049.0,14,55,22,55,480, Mon,25,Jul
Air Asia,DEL,BLR,1 Stop,10049.0,14,55,0,5,550, Mon,25,Jul
Vistara,DEL,BLR,Non Stop,11205.0,8,10,10,50,160, Mon,25,Jul
Vistara,DEL,BLR,Non Stop,11205.0,9,5,11,50,165, Mon,25,Jul
Vistara,DEL,BLR,Non Stop,11205.0,14,15,17,5,170, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,15168.0,5,20,10,45,325, Mon,25,Jul
Go Air,DEL,BLR,1 Stop,15168.0,20,20,10,45,865, Mon,25,Jul
Air India,DEL,BLR,2 Stop,12738.0,17,55,7,50,835, Mon,25,Jul
Air India,DEL,BLR,2 Stop,12738.0,17,55,11,10,1035, Mon,25,Jul
Air India,DEL,BLR,2 Stop,12738.0,14,30,7,50,1040, Mon,25,Jul
Air India,DEL,BLR,2 Stop,12738.0,14,30,11,10,1240, Mon,25,Jul
Air India,DEL,BLR,2 Stop,12738.0,17,55,18,20,25, Mon,25,Jul
Air India,DEL,BLR,2 Stop,12738.0,14,30,18,20,230, Mon,25,Jul
Air India,DEL,BLR,1 Stop,12675.0,8,0,18,20,620, Mon,25,Jul
Air India,DEL,BLR,1 Stop,12675.0,8,0,7,50,1430, Mon,25,Jul
Air India,DEL,BLR,1 Stop,12675.0,8,0,11,10,190, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,14141.0,17,35,8,45,910, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,14141.0,20,35,8,45,730, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,12795.0,10,25,8,45,1340, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,14141.0,14,45,8,45,1080, Mon,25,Jul
Air India,DEL,BLR,1 Stop,12675.0,17,55,18,20,25, Mon,25,Jul
Air India,DEL,BLR,1 Stop,12675.0,14,30,11,10,1240, Mon,25,Jul
Air India,DEL,BLR,1 Stop,12675.0,14,30,18,20,230, Mon,25,Jul
Air India,DEL,BLR,1 Stop,12675.0,14,30,7,50,1040, Mon,25,Jul
Air India,DEL,BLR,1 Stop,12675.0,17,55,11,10,1035, Mon,25,Jul
Air India,DEL,BLR,1 Stop,12675.0,17,55,7,50,835, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13599.0,7,20,8,45,85, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,12,45,17,45,300, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,15,30,20,55,325, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,17,45,23,10,325, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,16,55,23,10,375, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,12,45,19,15,390, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,10,20,17,45,445, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,15,30,23,10,460, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,12,45,20,55,490, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,9,30,17,45,495, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,10,20,19,15,535, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,9,30,19,15,585, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,12,45,23,10,625, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,10,20,20,55,635, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,21,30,8,50,680, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,9,30,20,55,685, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,20,40,8,50,730, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,10,20,23,10,770, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,9,30,23,10,820, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,19,0,8,50,830, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,17,45,8,50,905, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,16,55,8,50,955, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,15,30,8,50,1040, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,21,30,17,45,1215, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,20,40,17,45,1265, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,21,30,19,15,1305, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,20,40,19,15,1355, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,19,0,17,45,1365, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,19,0,19,15,15, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,14668.0,14,45,19,30,285, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,14668.0,10,25,19,30,545, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13864.0,17,35,19,30,115, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,20,50,20,30,1420, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,17,45,20,30,165, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,18,0,21,50,230, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,14,20,19,15,295, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,12,45,18,15,330, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,11,40,17,45,365, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,14,10,20,30,380, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,11,40,18,15,395, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,14,20,20,55,395, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,11,40,19,15,455, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,15,30,7,50,980, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,10,20,18,15,475, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,9,30,18,15,525, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,14,20,23,10,530, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,8,50,17,45,535, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,16,55,7,50,895, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,11,40,20,55,555, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,8,50,18,15,565, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,17,45,7,50,845, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,8,50,19,15,625, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,19,0,7,50,770, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,11,40,23,10,690, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,5,55,17,45,710, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,8,50,20,55,725, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,5,55,18,15,740, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,20,40,7,50,670, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,5,55,19,15,800, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,21,30,7,50,620, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,8,50,23,10,860, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,5,55,20,55,900, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13864.0,20,35,19,30,1375, Mon,25,Jul
Vistara,DEL,BLR,2 Stop,15432.0,21,20,8,50,690, Mon,25,Jul
Vistara,DEL,BLR,2 Stop,15432.0,18,10,7,50,820, Mon,25,Jul
Vistara,DEL,BLR,2 Stop,15432.0,18,10,8,50,880, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15296.0,5,55,21,50,955, Mon,25,Jul
Vistara,DEL,BLR,2 Stop,15432.0,21,20,17,45,1225, Mon,25,Jul
Vistara,DEL,BLR,2 Stop,15432.0,21,20,18,15,1255, Mon,25,Jul
Vistara,DEL,BLR,2 Stop,15432.0,21,20,19,15,1315, Mon,25,Jul
Vistara,DEL,BLR,2 Stop,13971.0,18,10,17,45,1415, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,21,30,18,15,1245, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,20,40,18,15,1295, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,13834.0,19,0,18,15,1395, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,14093.0,18,40,15,55,1275, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15611.0,17,10,18,15,65, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,14492.0,21,30,10,45,795, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,14492.0,20,40,10,45,845, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,14492.0,19,0,10,45,945, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,14492.0,17,45,10,45,1020, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,14492.0,16,55,10,45,1070, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,14668.0,7,20,19,30,730, Mon,25,Jul
Vistara,DEL,BLR,2 Stop,15432.0,21,20,10,45,805, Mon,25,Jul
Vistara,DEL,BLR,2 Stop,15432.0,18,10,10,45,995, Mon,25,Jul
Vistara,DEL,BLR,2 Stop,15082.0,13,40,8,50,1150, Mon,25,Jul
Air India,DEL,BLR,1 Stop,14565.0,7,0,18,20,680, Mon,25,Jul
Vistara,DEL,BLR,2 Stop,15082.0,17,10,7,50,880, Mon,25,Jul
Vistara,DEL,BLR,2 Stop,15082.0,17,10,8,50,940, Mon,25,Jul
Vistara,DEL,BLR,2 Stop,15082.0,17,10,10,45,1055, Mon,25,Jul
Vistara,DEL,BLR,2 Stop,15082.0,13,40,7,50,1090, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15166.0,7,30,17,45,615, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15166.0,7,30,18,15,645, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15166.0,7,30,19,15,705, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15166.0,7,30,20,55,805, Mon,25,Jul
Vistara,DEL,BLR,1 Stop,15166.0,7,30,23,10,940, Mon,25,Jul
Air India,DEL,BLR,1 Stop,15300.0,10,0,18,20,500, Mon,25,Jul
Air India,DEL,BLR,1 Stop,15300.0,9,0,18,20,560, Mon,25,Jul
Air India,DEL,BLR,1 Stop,15300.0,21,15,7,50,635, Mon,25,Jul
Air India,DEL,BLR,1 Stop,15300.0,20,0,7,50,710, Mon,25,Jul
Air India,DEL,BLR,1 Stop,15300.0,19,0,7,50,770, Mon,25,Jul
Air India,DEL,BLR,1 Stop,15300.0,21,15,11,10,835, Mon,25,Jul
Air India,DEL,BLR,1 Stop,15300.0,20,0,11,10,910, Mon,25,Jul
